"PHENOTYPE","SAMPLE_SIZE","COMPLETE_CASES"
"Alanine_aminotransferase.all_ethnicities.both.original.with_med_correction.RAW",487309,464221
"Alanine_aminotransferase.all_ethnicities.both.original.with_med_correction.IRNT",487309,464221
"Alanine_aminotransferase.all_ethnicities.both.original.IRNT",487309,464221
"Basophill_count.all_ethnicities.both.static_med_corrected.IRNT",487309,471547
"Basophill_count.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471547
"Basophill_count.all_ethnicities.both.static_med_corrected.RAW",487309,471547
"Basophill_count.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471547
"Basophill_count.all_ethnicities.both.original.RAW",487309,471547
"Basophill_count.all_ethnicities.both.2nd_visit.original.RAW",487309,18259
"Basophill_count.all_ethnicities.both.original.with_med_correction.RAW",487309,471547
"Basophill_count.all_ethnicities.both.original.with_med_correction.IRNT",487309,471547
"Basophill_count.all_ethnicities.both.original.IRNT",487309,471547
"Testosterone.all_ethnicities.both.static_med_corrected.IRNT",487309,420603
"Testosterone.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,420603
"Testosterone.all_ethnicities.both.static_med_corrected.RAW",487309,420603
"Testosterone.all_ethnicities.both.dynamic_med_corrected.RAW",487309,420603
"Testosterone.all_ethnicities.both.original.RAW",487309,420603
"Testosterone.all_ethnicities.both.2nd_visit.original.RAW",487309,14120
"Testosterone.all_ethnicities.both.original.with_med_correction.RAW",487309,420603
"Testosterone.all_ethnicities.both.original.with_med_correction.IRNT",487309,420603
"Testosterone.all_ethnicities.both.original.IRNT",487309,420603
"Potassium_in_urine.all_ethnicities.both.static_med_corrected.IRNT",487309,471939
"Potassium_in_urine.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471939
"Potassium_in_urine.all_ethnicities.both.static_med_corrected.RAW",487309,471939
"Potassium_in_urine.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471939
"Potassium_in_urine.all_ethnicities.both.original.RAW",487309,471939
"Potassium_in_urine.all_ethnicities.both.2nd_visit.original.RAW",487309,18498
"Potassium_in_urine.all_ethnicities.both.original.with_med_correction.RAW",487309,471939
"Potassium_in_urine.all_ethnicities.both.original.with_med_correction.IRNT",487309,471939
"Potassium_in_urine.all_ethnicities.both.original.IRNT",487309,471939
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.static_med_corrected.IRNT",487309,159190
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,159190
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.static_med_corrected.RAW",487309,159190
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,159190
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.original.RAW",487309,159190
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.2nd_visit.original.RAW",487309,4374
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.original.with_med_correction.RAW",487309,159190
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,159190
"Heel_broadband_ultrasound_attenuation_left.all_ethnicities.both.original.IRNT",487309,159190
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.IRNT",487309,445646
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,445646
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.static_med_corrected.RAW",487309,445646
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.dynamic_med_corrected.RAW",487309,445646
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.original.RAW",487309,445646
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.2nd_visit.original.RAW",487309,18498
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.RAW",487309,445646
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.original.with_med_correction.IRNT",487309,445646
"Diastolic_blood_pressure_automated_reading.all_ethnicities.both.original.IRNT",487309,445646
"Basophill_percentage.all_ethnicities.both.static_med_corrected.IRNT",487309,471553
"Basophill_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471553
"Basophill_percentage.all_ethnicities.both.static_med_corrected.RAW",487309,471553
"Basophill_percentage.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471553
"Basophill_percentage.all_ethnicities.both.original.RAW",487309,471553
"Basophill_percentage.all_ethnicities.both.2nd_visit.original.RAW",487309,18261
"Basophill_percentage.all_ethnicities.both.original.with_med_correction.RAW",487309,471553
"Basophill_percentage.all_ethnicities.both.original.with_med_correction.IRNT",487309,471553
"Basophill_percentage.all_ethnicities.both.original.IRNT",487309,471553
"Ankle_spacing_width.all_ethnicities.both.static_med_corrected.IRNT",487309,274458
"Ankle_spacing_width.all_ethnicities.both.static_med_corrected.RAW",487309,274458
"Ankle_spacing_width.all_ethnicities.both.original.RAW",487309,274458
"Ankle_spacing_width.all_ethnicities.both.2nd_visit.original.RAW",487309,11333
"Ankle_spacing_width.all_ethnicities.both.original.with_med_correction.RAW",487309,274458
"Ankle_spacing_width.all_ethnicities.both.original.with_med_correction.IRNT",487309,274458
"Ankle_spacing_width.all_ethnicities.both.original.IRNT",487309,274458
"Ankle_spacing_width.all_ethnicities.both.dynamic_med_corrected.RAW",487309,274458
"Ankle_spacing_width.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,274458
"Lymphocyte_count.all_ethnicities.both.static_med_corrected.IRNT",487309,471547
"Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471547
"Lymphocyte_count.all_ethnicities.both.static_med_corrected.RAW",487309,471547
"Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471547
"Lymphocyte_count.all_ethnicities.both.original.RAW",487309,471547
"Lymphocyte_count.all_ethnicities.both.2nd_visit.original.RAW",487309,18259
"Lymphocyte_count.all_ethnicities.both.original.with_med_correction.RAW",487309,471547
"Lymphocyte_count.all_ethnicities.both.original.with_med_correction.IRNT",487309,471547
"Lymphocyte_count.all_ethnicities.both.original.IRNT",487309,471547
"Platelet_crit.all_ethnicities.both.static_med_corrected.IRNT",487309,472415
"Platelet_crit.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,472415
"Platelet_crit.all_ethnicities.both.static_med_corrected.RAW",487309,472415
"Platelet_crit.all_ethnicities.both.dynamic_med_corrected.RAW",487309,472415
"Platelet_crit.all_ethnicities.both.original.RAW",487309,472415
"Platelet_crit.all_ethnicities.both.2nd_visit.original.RAW",487309,12884
"Platelet_crit.all_ethnicities.both.original.with_med_correction.RAW",487309,472415
"Platelet_crit.all_ethnicities.both.original.with_med_correction.IRNT",487309,472415
"Platelet_crit.all_ethnicities.both.original.IRNT",487309,472415
"Forced_vital_capacity_FVC.all_ethnicities.both.static_med_corrected.IRNT",487309,444009
"Forced_vital_capacity_FVC.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,444009
"Forced_vital_capacity_FVC.all_ethnicities.both.static_med_corrected.RAW",487309,444009
"Forced_vital_capacity_FVC.all_ethnicities.both.dynamic_med_corrected.RAW",487309,444009
"Forced_vital_capacity_FVC.all_ethnicities.both.original.RAW",487309,444009
"Forced_vital_capacity_FVC.all_ethnicities.both.2nd_visit.original.RAW",487309,16497
"Forced_vital_capacity_FVC.all_ethnicities.both.original.with_med_correction.RAW",487309,444009
"Forced_vital_capacity_FVC.all_ethnicities.both.original.with_med_correction.IRNT",487309,444009
"Forced_vital_capacity_FVC.all_ethnicities.both.original.IRNT",487309,444009
"Speed_of_sound_through_heel_right.all_ethnicities.both.static_med_corrected.IRNT",487309,159196
"Speed_of_sound_through_heel_right.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,159196
"Speed_of_sound_through_heel_right.all_ethnicities.both.static_med_corrected.RAW",487309,159196
"Speed_of_sound_through_heel_right.all_ethnicities.both.dynamic_med_corrected.RAW",487309,159196
"Speed_of_sound_through_heel_right.all_ethnicities.both.original.RAW",487309,159196
"Speed_of_sound_through_heel_right.all_ethnicities.both.2nd_visit.original.RAW",487309,4393
"Speed_of_sound_through_heel_right.all_ethnicities.both.original.with_med_correction.RAW",487309,159196
"Speed_of_sound_through_heel_right.all_ethnicities.both.original.with_med_correction.IRNT",487309,159196
"Speed_of_sound_through_heel_right.all_ethnicities.both.original.IRNT",487309,159196
"Number_of_live_births.all_ethnicities.both.static_med_corrected.IRNT",487309,263924
"Number_of_live_births.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,263924
"Number_of_live_births.all_ethnicities.both.static_med_corrected.RAW",487309,263924
"Number_of_live_births.all_ethnicities.both.dynamic_med_corrected.RAW",487309,263924
"Number_of_live_births.all_ethnicities.both.original.RAW",487309,263924
"Number_of_live_births.all_ethnicities.both.2nd_visit.original.RAW",487309,10321
"Number_of_live_births.all_ethnicities.both.original.with_med_correction.RAW",487309,263924
"Number_of_live_births.all_ethnicities.both.original.with_med_correction.IRNT",487309,263924
"Number_of_live_births.all_ethnicities.both.original.IRNT",487309,263924
"Hand_grip_strength_left.all_ethnicities.both.static_med_corrected.IRNT",487309,485018
"Hand_grip_strength_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,485018
"Hand_grip_strength_left.all_ethnicities.both.static_med_corrected.RAW",487309,485018
"Hand_grip_strength_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,485018
"Hand_grip_strength_left.all_ethnicities.both.original.RAW",487309,485018
"Hand_grip_strength_left.all_ethnicities.both.2nd_visit.original.RAW",487309,20001
"Hand_grip_strength_left.all_ethnicities.both.original.with_med_correction.RAW",487309,485018
"Hand_grip_strength_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,485018
"Hand_grip_strength_left.all_ethnicities.both.original.IRNT",487309,485018
"Direct_bilirubin.all_ethnicities.both.static_med_corrected.IRNT",487309,394355
"Direct_bilirubin.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,394355
"Direct_bilirubin.all_ethnicities.both.static_med_corrected.RAW",487309,394355
"Direct_bilirubin.all_ethnicities.both.dynamic_med_corrected.RAW",487309,394355
"Direct_bilirubin.all_ethnicities.both.original.RAW",487309,394355
"Direct_bilirubin.all_ethnicities.both.2nd_visit.original.RAW",487309,12571
"Direct_bilirubin.all_ethnicities.both.original.with_med_correction.RAW",487309,394355
"Direct_bilirubin.all_ethnicities.both.original.with_med_correction.IRNT",487309,394355
"Direct_bilirubin.all_ethnicities.both.original.IRNT",487309,394355
"Impedance_of_whole_body.all_ethnicities.both.static_med_corrected.IRNT",487309,478501
"Impedance_of_whole_body.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478501
"Impedance_of_whole_body.all_ethnicities.both.static_med_corrected.RAW",487309,478501
"Impedance_of_whole_body.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478501
"Impedance_of_whole_body.all_ethnicities.both.original.RAW",487309,478501
"Impedance_of_whole_body.all_ethnicities.both.2nd_visit.original.RAW",487309,19622
"Impedance_of_whole_body.all_ethnicities.both.original.with_med_correction.RAW",487309,478501
"Impedance_of_whole_body.all_ethnicities.both.original.with_med_correction.IRNT",487309,478501
"Impedance_of_whole_body.all_ethnicities.both.original.IRNT",487309,478501
"Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.IRNT",487309,478512
"Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478512
"Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.RAW",487309,478512
"Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478512
"Leg_fat_mass_right.all_ethnicities.both.original.RAW",487309,478512
"Leg_fat_mass_right.all_ethnicities.both.2nd_visit.original.RAW",487309,19626
"Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.RAW",487309,478512
"Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.IRNT",487309,478512
"Leg_fat_mass_right.all_ethnicities.both.original.IRNT",487309,478512
"Age_first_had_sexual_intercourse.all_ethnicities.both.static_med_corrected.IRNT",487309,442380
"Age_first_had_sexual_intercourse.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,442380
"Age_first_had_sexual_intercourse.all_ethnicities.both.static_med_corrected.RAW",487309,442380
"Age_first_had_sexual_intercourse.all_ethnicities.both.dynamic_med_corrected.RAW",487309,442380
"Age_first_had_sexual_intercourse.all_ethnicities.both.original.RAW",487309,442380
"Age_first_had_sexual_intercourse.all_ethnicities.both.2nd_visit.original.RAW",487309,18219
"Age_first_had_sexual_intercourse.all_ethnicities.both.original.with_med_correction.RAW",487309,442380
"Age_first_had_sexual_intercourse.all_ethnicities.both.original.with_med_correction.IRNT",487309,442380
"Age_first_had_sexual_intercourse.all_ethnicities.both.original.IRNT",487309,442380
"Arm_fat_mass_left.all_ethnicities.both.static_med_corrected.IRNT",487309,478338
"Arm_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478338
"Arm_fat_mass_left.all_ethnicities.both.static_med_corrected.RAW",487309,478338
"Arm_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478338
"Arm_fat_mass_left.all_ethnicities.both.original.RAW",487309,478338
"Arm_fat_mass_left.all_ethnicities.both.2nd_visit.original.RAW",487309,19621
"Arm_fat_mass_left.all_ethnicities.both.original.with_med_correction.RAW",487309,478338
"Arm_fat_mass_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,478338
"Arm_fat_mass_left.all_ethnicities.both.original.IRNT",487309,478338
"Urea.all_ethnicities.both.static_med_corrected.IRNT",487309,464093
"Urea.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464093
"Urea.all_ethnicities.both.static_med_corrected.RAW",487309,464093
"Urea.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464093
"Urea.all_ethnicities.both.original.RAW",487309,464093
"Urea.all_ethnicities.both.2nd_visit.original.RAW",487309,16506
"Urea.all_ethnicities.both.original.with_med_correction.RAW",487309,464093
"Urea.all_ethnicities.both.original.with_med_correction.IRNT",487309,464093
"Urea.all_ethnicities.both.original.IRNT",487309,464093
"Neuroticism_score.all_ethnicities.both.static_med_corrected.IRNT",487309,389975
"Neuroticism_score.all_ethnicities.both.static_med_corrected.RAW",487309,389975
"Neuroticism_score.all_ethnicities.both.original.RAW",487309,389975
"Neuroticism_score.all_ethnicities.both.2nd_visit.original.RAW",487309,16677
"Neuroticism_score.all_ethnicities.both.original.with_med_correction.RAW",487309,389975
"Neuroticism_score.all_ethnicities.both.original.with_med_correction.IRNT",487309,389975
"Neuroticism_score.all_ethnicities.both.original.IRNT",487309,389975
"Neuroticism_score.all_ethnicities.both.dynamic_med_corrected.RAW",487309,389975
"Neuroticism_score.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,389975
"Arm_fat_mass_right.all_ethnicities.both.static_med_corrected.IRNT",487309,478415
"Arm_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478415
"Arm_fat_mass_right.all_ethnicities.both.static_med_corrected.RAW",487309,478415
"Arm_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478415
"Arm_fat_mass_right.all_ethnicities.both.original.RAW",487309,478415
"Arm_fat_mass_right.all_ethnicities.both.2nd_visit.original.RAW",487309,19625
"Arm_fat_mass_right.all_ethnicities.both.original.with_med_correction.RAW",487309,478415
"Arm_fat_mass_right.all_ethnicities.both.original.with_med_correction.IRNT",487309,478415
"Arm_fat_mass_right.all_ethnicities.both.original.IRNT",487309,478415
"Basal_metabolic_rate.all_ethnicities.both.static_med_corrected.IRNT",487309,478540
"Basal_metabolic_rate.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478540
"Basal_metabolic_rate.all_ethnicities.both.static_med_corrected.RAW",487309,478540
"Basal_metabolic_rate.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478540
"Basal_metabolic_rate.all_ethnicities.both.original.RAW",487309,478540
"Basal_metabolic_rate.all_ethnicities.both.2nd_visit.original.RAW",487309,19626
"Basal_metabolic_rate.all_ethnicities.both.original.with_med_correction.RAW",487309,478540
"Basal_metabolic_rate.all_ethnicities.both.original.with_med_correction.IRNT",487309,478540
"Basal_metabolic_rate.all_ethnicities.both.original.IRNT",487309,478540
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,159196
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.dynamic_med_corrected.RAW",487309,159196
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.static_med_corrected.IRNT",487309,159196
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.static_med_corrected.RAW",487309,159196
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.original.RAW",487309,159196
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.2nd_visit.original.RAW",487309,4393
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.original.with_med_correction.RAW",487309,159196
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.original.with_med_correction.IRNT",487309,159196
"Heel_quantitative_ultrasound_index_QUI_direct_entry_right.all_ethnicities.both.original.IRNT",487309,159196
"Cholesterol.all_ethnicities.both.static_med_corrected.IRNT",487309,464401
"Cholesterol.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464401
"Cholesterol.all_ethnicities.both.static_med_corrected.RAW",487309,464401
"Cholesterol.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464401
"Cholesterol.all_ethnicities.both.original.RAW",487309,464401
"Cholesterol.all_ethnicities.both.2nd_visit.original.RAW",487309,16541
"Cholesterol.all_ethnicities.both.original.with_med_correction.RAW",487309,464401
"Cholesterol.all_ethnicities.both.original.with_med_correction.IRNT",487309,464401
"Cholesterol.all_ethnicities.both.original.IRNT",487309,464401
"Leg_fat_mass_left.all_ethnicities.both.static_med_corrected.IRNT",487309,478484
"Leg_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478484
"Leg_fat_mass_left.all_ethnicities.both.static_med_corrected.RAW",487309,478484
"Leg_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478484
"Leg_fat_mass_left.all_ethnicities.both.original.RAW",487309,478484
"Leg_fat_mass_left.all_ethnicities.both.2nd_visit.original.RAW",487309,19626
"Leg_fat_mass_left.all_ethnicities.both.original.with_med_correction.RAW",487309,478484
"Leg_fat_mass_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,478484
"Leg_fat_mass_left.all_ethnicities.both.original.IRNT",487309,478484
"Calcium.all_ethnicities.both.static_med_corrected.IRNT",487309,425131
"Calcium.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,425131
"Calcium.all_ethnicities.both.static_med_corrected.RAW",487309,425131
"Calcium.all_ethnicities.both.dynamic_med_corrected.RAW",487309,425131
"Calcium.all_ethnicities.both.original.RAW",487309,425131
"Calcium.all_ethnicities.both.2nd_visit.original.RAW",487309,13361
"Calcium.all_ethnicities.both.original.with_med_correction.RAW",487309,425131
"Calcium.all_ethnicities.both.original.with_med_correction.IRNT",487309,425131
"Calcium.all_ethnicities.both.original.IRNT",487309,425131
"Haemoglobin_concentration.all_ethnicities.both.static_med_corrected.IRNT",487309,472422
"Haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,472422
"Haemoglobin_concentration.all_ethnicities.both.static_med_corrected.RAW",487309,472422
"Haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.RAW",487309,472422
"Haemoglobin_concentration.all_ethnicities.both.original.RAW",487309,472422
"Haemoglobin_concentration.all_ethnicities.both.2nd_visit.original.RAW",487309,18290
"Haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.RAW",487309,472422
"Haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.IRNT",487309,472422
"Haemoglobin_concentration.all_ethnicities.both.original.IRNT",487309,472422
"Age_at_last_live_birth.all_ethnicities.both.static_med_corrected.IRNT",487309,179098
"Age_at_last_live_birth.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,179098
"Age_at_last_live_birth.all_ethnicities.both.static_med_corrected.RAW",487309,179098
"Age_at_last_live_birth.all_ethnicities.both.dynamic_med_corrected.RAW",487309,179098
"Age_at_last_live_birth.all_ethnicities.both.original.RAW",487309,179098
"Age_at_last_live_birth.all_ethnicities.both.2nd_visit.original.RAW",487309,6891
"Age_at_last_live_birth.all_ethnicities.both.original.with_med_correction.RAW",487309,179098
"Age_at_last_live_birth.all_ethnicities.both.original.with_med_correction.IRNT",487309,179098
"Age_at_last_live_birth.all_ethnicities.both.original.IRNT",487309,179098
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.static_med_corrected.IRNT",487309,159083
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,159083
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.static_med_corrected.RAW",487309,159083
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.dynamic_med_corrected.RAW",487309,159083
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.RAW",487309,159083
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.2nd_visit.original.RAW",487309,4389
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.with_med_correction.RAW",487309,159083
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.with_med_correction.IRNT",487309,159083
"Heel_bone_mineral_density_BMD_right.all_ethnicities.both.original.IRNT",487309,159083
"Body_mass_index_BMI.all_ethnicities.both.static_med_corrected.IRNT",487309,485324
"Body_mass_index_BMI.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,485324
"Body_mass_index_BMI.all_ethnicities.both.static_med_corrected.RAW",487309,485324
"Body_mass_index_BMI.all_ethnicities.both.dynamic_med_corrected.RAW",487309,485324
"Body_mass_index_BMI.all_ethnicities.both.original.RAW",487309,485324
"Body_mass_index_BMI.all_ethnicities.both.2nd_visit.original.RAW",487309,20114
"Body_mass_index_BMI.all_ethnicities.both.original.with_med_correction.RAW",487309,485324
"Body_mass_index_BMI.all_ethnicities.both.original.with_med_correction.IRNT",487309,485324
"Body_mass_index_BMI.all_ethnicities.both.original.IRNT",487309,485324
"Ankle_spacing_width_left.all_ethnicities.both.static_med_corrected.IRNT",487309,159199
"Ankle_spacing_width_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,159199
"Ankle_spacing_width_left.all_ethnicities.both.static_med_corrected.RAW",487309,159199
"Ankle_spacing_width_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,159199
"Ankle_spacing_width_left.all_ethnicities.both.original.RAW",487309,159199
"Ankle_spacing_width_left.all_ethnicities.both.2nd_visit.original.RAW",487309,4374
"Ankle_spacing_width_left.all_ethnicities.both.original.with_med_correction.RAW",487309,159199
"Ankle_spacing_width_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,159199
"Ankle_spacing_width_left.all_ethnicities.both.original.IRNT",487309,159199
"Arm_fat_percentage_left.all_ethnicities.both.static_med_corrected.IRNT",487309,478380
"Arm_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,478380
"Arm_fat_percentage_left.all_ethnicities.both.static_med_corrected.RAW",487309,478380
"Arm_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.RAW",487309,478380
"Arm_fat_percentage_left.all_ethnicities.both.original.RAW",487309,478380
"Arm_fat_percentage_left.all_ethnicities.both.2nd_visit.original.RAW",487309,19623
"Arm_fat_percentage_left.all_ethnicities.both.original.with_med_correction.RAW",487309,478380
"Arm_fat_percentage_left.all_ethnicities.both.original.with_med_correction.IRNT",487309,478380
"Arm_fat_percentage_left.all_ethnicities.both.original.IRNT",487309,478380
"High_light_scatter_reticulocyte_count.all_ethnicities.both.static_med_corrected.IRNT",487309,464458
"High_light_scatter_reticulocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464458
"High_light_scatter_reticulocyte_count.all_ethnicities.both.static_med_corrected.RAW",487309,464458
"High_light_scatter_reticulocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464458
"High_light_scatter_reticulocyte_count.all_ethnicities.both.original.RAW",487309,464458
"High_light_scatter_reticulocyte_count.all_ethnicities.both.2nd_visit.original.RAW",487309,12752
"High_light_scatter_reticulocyte_count.all_ethnicities.both.original.with_med_correction.RAW",487309,464458
"High_light_scatter_reticulocyte_count.all_ethnicities.both.original.with_med_correction.IRNT",487309,464458
"High_light_scatter_reticulocyte_count.all_ethnicities.both.original.IRNT",487309,464458
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.static_med_corrected.IRNT",487309,472420
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,472420
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.static_med_corrected.RAW",487309,472420
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.dynamic_med_corrected.RAW",487309,472420
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.RAW",487309,472420
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.2nd_visit.original.RAW",487309,18289
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.with_med_correction.RAW",487309,472420
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.with_med_correction.IRNT",487309,472420
"Red_blood_cell_erythrocyte_distribution_width.all_ethnicities.both.original.IRNT",487309,472420
"Sodium_in_urine.all_ethnicities.both.static_med_corrected.IRNT",487309,471931
"Sodium_in_urine.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,471931
"Sodium_in_urine.all_ethnicities.both.static_med_corrected.RAW",487309,471931
"Sodium_in_urine.all_ethnicities.both.dynamic_med_corrected.RAW",487309,471931
"Sodium_in_urine.all_ethnicities.both.original.RAW",487309,471931
"Sodium_in_urine.all_ethnicities.both.2nd_visit.original.RAW",487309,18510
"Sodium_in_urine.all_ethnicities.both.original.with_med_correction.RAW",487309,471931
"Sodium_in_urine.all_ethnicities.both.original.with_med_correction.IRNT",487309,471931
"Sodium_in_urine.all_ethnicities.both.original.IRNT",487309,471931
"Gamma_glutamyltransferase.all_ethnicities.both.static_med_corrected.IRNT",487309,464162
"Gamma_glutamyltransferase.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,464162
"Gamma_glutamyltransferase.all_ethnicities.both.static_med_corrected.RAW",487309,464162
"Gamma_glutamyltransferase.all_ethnicities.both.dynamic_med_corrected.RAW",487309,464162
"Gamma_glutamyltransferase.all_ethnicities.both.original.RAW",487309,464162
"Gamma_glutamyltransferase.all_ethnicities.both.2nd_visit.original.RAW",487309,16523
"Gamma_glutamyltransferase.all_ethnicities.both.original.with_med_correction.RAW",487309,464162
"Gamma_glutamyltransferase.all_ethnicities.both.original.with_med_correction.IRNT",487309,464162
"Gamma_glutamyltransferase.all_ethnicities.both.original.IRNT",487309,464162
"Hip_circumference.all_ethnicities.both.static_med_corrected.IRNT",487309,486170
"Hip_circumference.all_ethnicities.both.dynamic_med_corrected.IRNT",487309,486170
"Hip_circumference.all_ethnicities.both.static_med_corrected.RAW",487309,486170
"Hip_circumference.all_ethnicities.both.dynamic_med_corrected.RAW",487309,486170
"Hip_circumference.all_ethnicities.both.original.RAW",487309,486170
"Hip_circumference.all_ethnicities.both.2nd_visit.original.RAW",487309,20148
"Hip_circumference.all_ethnicities.both.original.with_med_correction.RAW",487309,486170
"Hip_circumference.all_ethnicities.both.original.with_med_correction.IRNT",487309,486170
"Hip_circumference.all_ethnicities.both.original.IRNT",487309,486170
