PHENOTYPE,EVEN_COS_SIM,EVEN_PEARSON,MAX_ABS_BETAS,BETA_PVALUE,MEAN.DELTA.R2,R2_PVALUE
Leg_fat_free_mass_right.all_ethnicities.both.static_med_corrected.RAW,2.989941635611832,2.994543893769953,4.9424978295858e-4,0.8217821782178217,7.64852677030889e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.2nd_visit.original.RAW,2.925446754398436,3.27917544784303,4.9723894148387e-4,0.0099009900990099,3.621791739943925e-5,1
Leg_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT,2.9369603733189344,2.9595666115169648,4.9415419148317e-4,0.7425742574257426,6.180539693860203e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW,2.9453547068881796,2.9657165152898526,4.9426743648369e-4,0.7326732673267327,5.720340368390682e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.original.IRNT,3.0253012979390967,3.025259547130555,4.9376872284331e-4,0.9108910891089108,4.268376013083497e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.original.RAW,3.2254815734683504,2.9942687172495224,4.740147725716e-4,0.9504950495049505,4.389997820430924e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.original.with_med_correction.IRNT,3.030656821735116,3.030613656101247,4.9349109066561e-4,0.9504950495049505,4.241339904620389e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.original.with_med_correction.RAW,3.2272480805987476,2.990936029541392,4.899018913766e-4,0.9207920792079208,4.355487618679099e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.static_med_corrected.IRNT,2.4129301757925967,2.4003028855886743,4.9467623631435e-4,0.46534653465346537,6.000823836889746e-6,0.009900990099009901
Leg_fat_mass_left.all_ethnicities.both.static_med_corrected.RAW,2.536809144146128,2.528770744644395,4.9446644113995e-4,0.5643564356435643,5.551026192001476e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.2nd_visit.original.RAW,2.922542633742933,3.3024815413815976,4.8919836427769e-4,0.0099009900990099,3.7213734163932255e-5,1
Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,3.089281945795222,3.127104900925152,4.9429088425077e-4,0.693069306930693,6.050065401807701e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW,3.0640183687378157,3.081307511835354,4.9436740720442e-4,0.6336633663366337,5.605999538192943e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.original.IRNT,3.040846470948849,3.04080627150648,4.9363510503819e-4,0.9405940594059404,4.273511449326417e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.original.RAW,3.222557624888627,3.003288761628045,4.8990963284602e-4,0.9306930693069309,4.376755368906693e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,3.0405186475280455,3.040477099319658,4.9374969283036e-4,0.8811881188118812,4.245422446980118e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.RAW,3.2236161913781696,3.000521563088137,4.8252289924844e-4,0.9108910891089108,4.3436040520483665e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.IRNT,2.513903453728026,2.5025786660584237,4.9473321643264e-4,0.4455445544554455,5.889523919136296e-6,0.009900990099009901
Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.RAW,2.4152303026650723,2.412485628190537,4.9468289032721e-4,0.45544554455445546,5.444356201531718e-6,0.009900990099009901
Leg_fat_percentage_left.all_ethnicities.both.2nd_visit.original.RAW,2.9205785040793244,3.2965279588696683,5.1090415789746e-4,0.0099009900990099,1.3009666275820564e-5,1
Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.IRNT,2.483670037510802,2.4868205793078997,4.943253490658e-4,0.5841584158415841,6.121386202857585e-6,0.009900990099009901
Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.RAW,2.5123750672432403,2.50965703526918,4.9386922165341e-4,0.8415841584158416,6.195375092225018e-6,0.009900990099009901
Leg_fat_percentage_left.all_ethnicities.both.original.IRNT,3.2264268140244683,3.226390054359657,4.9360077614578e-4,0.9603960396039604,2.627523731812964e-6,0.019801980198019802
Leg_fat_percentage_left.all_ethnicities.both.original.RAW,3.33518175140969,3.2748338299750555,4.9254440388738e-4,0.9504950495049505,1.737763173137452e-6,0.9603960396039604
Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.IRNT,3.228515299366468,3.228474317950114,4.9347260243427e-4,0.9603960396039604,2.6128740652220372e-6,0.0297029702970297
Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.RAW,3.3370245565749617,3.2732102446993703,4.9266097087352e-4,0.9603960396039604,1.7149541793326506e-6,0.9603960396039604
Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.IRNT,2.7685079103703596,2.7697702475692387,4.9455598615885e-4,0.45544554455445546,5.914668667921554e-6,0.009900990099009901
Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.RAW,2.799068834042235,2.8003651602431523,4.9417067661298e-4,0.7524752475247525,5.986700375822022e-6,0.009900990099009901
Leg_fat_percentage_right.all_ethnicities.both.2nd_visit.original.RAW,2.918927687665876,3.302601378861999,5.1053567257608e-4,0.0099009900990099,1.4467542908347396e-5,1
Leg_fat_percentage_right.all_ethnicities.both.dynamic_med_corrected.IRNT,2.481157772509922,2.4771805269832736,4.942678698845e-4,0.693069306930693,5.835459225103097e-6,0.009900990099009901
Leg_fat_percentage_right.all_ethnicities.both.dynamic_med_corrected.RAW,2.523914680262049,2.5239134736142264,4.9440885517846e-4,0.5841584158415841,5.888414591044916e-6,0.009900990099009901
Leg_fat_percentage_right.all_ethnicities.both.original.IRNT,3.2182163814426303,3.2181831815709807,4.935416645911e-4,0.9405940594059404,2.5868357363956207e-6,0.0297029702970297
Leg_fat_percentage_right.all_ethnicities.both.original.RAW,3.32360656027851,3.2515437600545116,4.9274544002152e-4,0.9504950495049505,1.8162090039686165e-6,0.900990099009901
Leg_fat_percentage_right.all_ethnicities.both.original.with_med_correction.IRNT,3.216856915092019,3.216819281093814,4.9346419111168e-4,0.9702970297029704,2.5642927380387093e-6,0.04950495049504951
Leg_fat_percentage_right.all_ethnicities.both.original.with_med_correction.RAW,3.32552522525325,3.2507039599058514,4.9240105410845e-4,0.9702970297029704,1.78702785480489e-6,0.9504950495049505
Leg_fat_percentage_right.all_ethnicities.both.static_med_corrected.IRNT,2.714795457512184,2.7201505152413423,4.9416153534997e-4,0.7029702970297029,5.643524703376655e-6,0.009900990099009901
Leg_fat_percentage_right.all_ethnicities.both.static_med_corrected.RAW,2.7480949865613264,2.76075133997056,4.9410433202745e-4,0.6831683168316832,5.691890999281619e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.2nd_visit.original.RAW,2.9126516018167616,3.3569284017632324,5.053350327951e-4,0.0099009900990099,2.1524219687041324e-5,1
Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT,2.702755735353783,2.6999703306524876,4.942743823491e-4,0.7425742574257426,7.91615309917814e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW,2.725091749437134,2.733878111902623,4.9410597956524e-4,0.8217821782178217,7.43575936818948e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.original.IRNT,2.9173732498676808,2.917341701612537,4.9479982164994e-4,0.3069306930693069,3.249564997309662e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.original.RAW,3.2940716401813934,3.01472020636284,4.9051120101164e-4,0.32673267326732675,2.705050998530467e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.IRNT,2.9292404994300267,2.929210701143104,4.9467267666159e-4,0.4356435643564357,3.2402091401095845e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.RAW,3.2926994359978057,3.0184846492175517,4.8909079390486e-4,0.36633663366336633,2.6987245893561607e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.IRNT,2.911917295232703,2.9199458289383093,4.9427934282664e-4,0.7128712871287128,8.045305664389719e-6,0.009900990099009901
Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.RAW,2.9202703656567697,2.9169654969779257,4.9420417967919e-4,0.8118811881188119,7.511763060484873e-6,0.009900990099009901
Leg_predicted_mass_right.all_ethnicities.both.2nd_visit.original.RAW,2.9125354304145588,3.3278898505484893,5.0375734534015e-4,0.0099009900990099,2.0429626155116232e-5,1
Leg_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,2.516183743618164,2.5166587011490886,4.9392394102181e-4,0.9108910891089108,8.062444918392298e-6,0.009900990099009901
Leg_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW,2.440552017263689,2.440829651191925,4.9405975953564e-4,0.8217821782178217,7.5767382299473245e-6,0.009900990099009901
Leg_predicted_mass_right.all_ethnicities.both.original.IRNT,2.8919961465592707,2.891964599271838,4.9495475855057e-4,0.25742574257425743,3.263900193450908e-6,0.009900990099009901
Leg_predicted_mass_right.all_ethnicities.both.original.RAW,3.287470453828796,2.962663443026514,4.9036097710369e-4,0.10891089108910892,2.703463677589113e-6,0.019801980198019802
Leg_predicted_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,2.916014417727639,2.9159858523686326,4.9473156052064e-4,0.37623762376237624,3.2630728717952806e-6,0.009900990099009901
Leg_predicted_mass_right.all_ethnicities.both.original.with_med_correction.RAW,3.2857559766522595,2.967020098992562,4.8901079491208e-4,0.19801980198019803,2.7038366303688832e-6,0.019801980198019802
Leg_predicted_mass_right.all_ethnicities.both.static_med_corrected.IRNT,2.8241053146356165,2.824919535847517,4.9387111800955e-4,0.9504950495049505,8.161591505381815e-6,0.009900990099009901
Leg_predicted_mass_right.all_ethnicities.both.static_med_corrected.RAW,2.880478765137896,2.8335980582131057,4.9421604437142e-4,0.801980198019802,7.64645388037014e-6,0.009900990099009901
Lifetime_number_of_sexual_partners.all_ethnicities.both.2nd_visit.original.RAW,3.2118323412004277,3.314357059375645,4.3065935062998e-4,0.0099009900990099,5.261440275974166e-5,0.7227722772277227
Lifetime_number_of_sexual_partners.all_ethnicities.both.dynamic_med_corrected.IRNT,2.66394338086242,2.642682143932712,4.9544084817123e-4,0.099009900990099,3.186635029020152e-6,0.009900990099009901
Lifetime_number_of_sexual_partners.all_ethnicities.both.dynamic_med_corrected.RAW,3.114879302190312,3.061341912268846,4.9558122379959e-4,0.07920792079207921,2.5362525826190645e-6,0.1782178217821782
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.IRNT,3.0928740987351793,3.092657378300802,4.9518462805377e-4,0.16831683168316833,3.19503812669375e-6,0.009900990099009901
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.RAW,3.2425326767552756,3.2900572514988053,4.2006778609014e-4,0.32673267326732675,2.637786289058381e-6,0.10891089108910891
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.with_med_correction.IRNT,3.176564663122753,3.1764473753508895,4.9518806083509e-4,0.19801980198019803,3.237887513232729e-6,0.009900990099009901
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.with_med_correction.RAW,3.2895454084976583,3.327937774552561,4.8687761884278e-4,0.2079207920792079,2.592380004695291e-6,0.12871287128712872
Lifetime_number_of_sexual_partners.all_ethnicities.both.static_med_corrected.IRNT,2.6753568566187496,2.599281409597935,4.9532309004321e-4,0.099009900990099,3.1289624612637954e-6,0.009900990099009901
Lifetime_number_of_sexual_partners.all_ethnicities.both.static_med_corrected.RAW,3.098379146439345,3.039663004921541,4.9564070821728e-4,0.0594059405940594,2.5754484981225804e-6,0.1485148514851485
Lipoprotein_A.all_ethnicities.both.2nd_visit.original.RAW,2.9765348678012966,3.401078987360382,5.1610009264629e-4,0.0099009900990099,8.561215265973001e-5,0.3465346534653465
Lipoprotein_A.all_ethnicities.both.dynamic_med_corrected.IRNT,2.9268681526762648,2.918489546039429,4.9506289945258e-4,0.26732673267326734,6.084648477499195e-6,0.009900990099009901
Lipoprotein_A.all_ethnicities.both.dynamic_med_corrected.RAW,2.9098210540783285,2.925438343282133,4.9488450152574e-4,0.3465346534653465,7.860131025941532e-6,0.009900990099009901
Lipoprotein_A.all_ethnicities.both.original.IRNT,2.683284517971676,2.683258250886484,4.9478881225385e-4,0.39603960396039606,6.058786447915229e-6,0.009900990099009901
Lipoprotein_A.all_ethnicities.both.original.RAW,3.0201293382095984,2.74467161451156,4.9478623775601e-4,0.39603960396039606,7.850040979740652e-6,0.009900990099009901
Lipoprotein_A.all_ethnicities.both.original.with_med_correction.IRNT,2.683284517971676,2.683258250886484,4.9478881225385e-4,0.39603960396039606,6.058786447915229e-6,0.009900990099009901
Lipoprotein_A.all_ethnicities.both.original.with_med_correction.RAW,3.0201293382095984,2.74467161451156,4.9478623775601e-4,0.39603960396039606,7.850040979740652e-6,0.009900990099009901
Lipoprotein_A.all_ethnicities.both.static_med_corrected.IRNT,2.5538127761177662,2.5692187102455293,4.9499834577742e-4,0.31683168316831684,6.097081462890158e-6,0.009900990099009901
Lipoprotein_A.all_ethnicities.both.static_med_corrected.RAW,2.544734047205794,2.5692400268465105,4.949796862483e-4,0.3069306930693069,7.871168174778206e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.2nd_visit.original.RAW,2.887182356458968,3.4845421540832073,4.9823282492187e-4,0.0099009900990099,5.2310022977712905e-5,0.6831683168316832
Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT,2.374864533183303,2.3787538170275044,4.9384092421934e-4,0.8712871287128713,7.999360181148e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.RAW,2.6468132876489667,2.631761516097513,4.9417628798678e-4,0.7524752475247525,3.5294571593088976e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.original.IRNT,3.0300022781516933,3.0299441082941,4.9366385061839e-4,0.9306930693069309,8.052328410858983e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.original.RAW,3.389411892625177,3.0677253991277644,4.9193028170801e-4,0.9405940594059404,3.6567003111071662e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.original.with_med_correction.IRNT,3.0300022781516933,3.0299441082941,4.9366385061839e-4,0.9306930693069309,8.052328410858983e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.original.with_med_correction.RAW,3.389411892625177,3.0677253991277644,4.9193028170801e-4,0.9405940594059404,3.6567003111071662e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.static_med_corrected.IRNT,3.2406956440493397,3.093433457628716,4.9390524062772e-4,0.8415841584158416,7.993455782396179e-6,0.009900990099009901
Lymphocyte_count.all_ethnicities.both.static_med_corrected.RAW,3.2987758725562313,3.3131949036162274,4.9442582793959e-4,0.6732673267326733,3.52258743641973e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.2nd_visit.original.RAW,2.893474746296433,3.23874664699568,5.0688993193215e-4,0.0099009900990099,5.613311628104023e-5,0.42574257425742573
Lymphocyte_percentage.all_ethnicities.both.dynamic_med_corrected.IRNT,2.9500641184827066,2.9512980569021066,4.9474343068502e-4,0.45544554455445546,5.927584828876701e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.dynamic_med_corrected.RAW,2.8888160954933713,2.877467615617123,4.9483601824553e-4,0.405940594059406,5.71983746825892e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.original.IRNT,2.5847499152359164,2.584527270632577,4.9459245378145e-4,0.5643564356435643,5.414390690232362e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.original.RAW,3.363813643552509,2.520248277061562,4.9459092837017e-4,0.5643564356435643,5.216084264472731e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.original.with_med_correction.IRNT,2.6252905813708822,2.625070704705474,4.9475025702075e-4,0.48514851485148514,5.517691799565572e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.original.with_med_correction.RAW,3.3643575976156908,2.5571434055224262,4.9466386728844e-4,0.48514851485148514,5.314329628518244e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.static_med_corrected.IRNT,3.3684555920357084,3.371038827831339,4.9429319500419e-4,0.7029702970297029,5.980680242609741e-6,0.009900990099009901
Lymphocyte_percentage.all_ethnicities.both.static_med_corrected.RAW,3.3027689590887293,3.301520243312222,4.9429205901706e-4,0.693069306930693,5.769741153750242e-6,0.009900990099009901
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.2nd_visit.original.RAW,2.9076541565575815,3.326931922002891,5.1686992959501e-4,0.0099009900990099,5.590698701688976e-5,0.40594059405940597
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.IRNT,3.111291355475168,3.1286534532076935,4.9441374640711e-4,0.5643564356435643,3.859335538838373e-6,0.009900990099009901
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.dynamic_med_corrected.RAW,3.1335155221162565,3.1124101251529805,4.9416613794759e-4,0.6732673267326733,3.2689200840195328e-6,0.009900990099009901
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.IRNT,2.6172439366183418,2.61707139189307,4.9409847452814e-4,0.7425742574257426,3.092323463030344e-6,0.009900990099009901
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.RAW,3.264788908688762,2.611099413589288,4.9397138953219e-4,0.7425742574257426,2.707417960431252e-6,0.019801980198019802
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.IRNT,2.602055801596853,2.6018809029799206,4.9434740715303e-4,0.6435643564356436,3.1051086374286885e-6,0.009900990099009901
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.original.with_med_correction.RAW,3.264314549628598,2.596366063079822,4.9424387553935e-4,0.6336633663366337,2.716560180093114e-6,0.019801980198019802
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.static_med_corrected.IRNT,2.964196626305742,2.9689236261888143,4.9420891010246e-4,0.6336633663366337,3.776284722235017e-6,0.009900990099009901
Mean_corpuscular_haemoglobin_concentration.all_ethnicities.both.static_med_corrected.RAW,2.9291945983107097,2.957693114862737,4.9413398742399e-4,0.7128712871287128,3.2063834616170956e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.2nd_visit.original.RAW,2.911199210334298,3.0765192947167996,5.1089452326401e-4,0.0099009900990099,4.899362545780772e-5,0.8514851485148515
Mean_corpuscular_haemoglobin.all_ethnicities.both.dynamic_med_corrected.IRNT,2.2977458666043145,2.2875576189921603,4.9516007646348e-4,0.1485148514851485,8.42101834441359e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.dynamic_med_corrected.RAW,2.3204380106311233,2.322832034397974,4.9525595158669e-4,0.10891089108910892,6.7894040729251126e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.IRNT,2.6541895196622542,2.6540829277771496,4.9451189823998e-4,0.45544554455445546,7.653892122802541e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.RAW,3.211991530668428,2.637261025186586,4.8851755403768e-4,0.46534653465346537,6.307578789235824e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.with_med_correction.IRNT,2.6539007324446757,2.6537936762087844,4.9449406791852e-4,0.5148514851485149,7.608676548295779e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.original.with_med_correction.RAW,3.211669551434271,2.6350843606486425,4.8950816051573e-4,0.5247524752475248,6.2770837908066035e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.static_med_corrected.IRNT,3.075136719153724,3.0768482807556072,4.9513271370535e-4,0.15841584158415842,8.555029455986189e-6,0.009900990099009901
Mean_corpuscular_haemoglobin.all_ethnicities.both.static_med_corrected.RAW,3.0770927186024792,3.0780219333389605,4.9511574717017e-4,0.16831683168316833,6.8798148070698275e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.2nd_visit.original.RAW,2.9081973736172677,3.076245151384251,5.0317937030142e-4,0.0099009900990099,4.861850745534191e-5,0.8811881188118812
Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,2.929455945580466,2.920353437611005,4.946668305938e-4,0.4356435643564357,8.585345090843867e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.dynamic_med_corrected.RAW,2.9048321140781135,2.90767987782329,4.9459645021219e-4,0.45544554455445546,7.583534060993335e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.original.IRNT,2.7413056566780667,2.7412170288086988,4.9450697831989e-4,0.504950495049505,7.423789577722106e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.original.RAW,3.219693052266513,2.7040818723944247,4.9409901146742e-4,0.49504950495049505,6.65263049062087e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.IRNT,2.7380755130520575,2.737987217558824,4.9461251657625e-4,0.48514851485148514,7.50646992966203e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.original.with_med_correction.RAW,3.2193675269948554,2.7010314620503046,4.9350048434992e-4,0.48514851485148514,6.724554774135971e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.IRNT,2.813625849233935,2.8022562062553487,4.9475432436178e-4,0.405940594059406,8.642538367673615e-6,0.009900990099009901
Mean_corpuscular_volume.all_ethnicities.both.static_med_corrected.RAW,2.9926575363278287,2.997661059427993,4.9519283375915e-4,0.13861386138613865,7.63347369711203e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.2nd_visit.original.RAW,2.899409921494205,3.402137165057805,5.017462282439e-4,0.0099009900990099,6.024421779785797e-5,0.10891089108910891
Mean_platelet_thrombocyte_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,2.8584075468411276,2.9097587235858167,4.9351661971179e-4,0.9405940594059404,9.553251939594144e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.dynamic_med_corrected.RAW,2.888984105427564,2.909153384731114,4.9350792494927e-4,0.9306930693069309,9.154934770712178e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.IRNT,2.906284207414581,2.906190762245601,4.9303284920114e-4,0.99009900990099,9.393696309768426e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.RAW,3.31069005595958,2.8876680179685583,4.8953030235666e-4,0.99009900990099,9.010526024155058e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.with_med_correction.IRNT,2.9020553224138266,2.9019605979231575,4.9325588957711e-4,0.99009900990099,9.4279224021011e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.original.with_med_correction.RAW,3.3101066560679775,2.8866657896251255,4.8451353289169e-4,0.99009900990099,9.046625797866184e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.static_med_corrected.IRNT,2.643893652244826,2.666803458495964,4.9354231609188e-4,0.9603960396039604,9.601682284521044e-6,0.009900990099009901
Mean_platelet_thrombocyte_volume.all_ethnicities.both.static_med_corrected.RAW,2.692474425548703,2.7467742392646883,4.9351769711143e-4,0.9603960396039604,9.195026667770362e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.2nd_visit.original.RAW,2.9054563451440316,3.465755571879506,5.0860095458842e-4,0.0099009900990099,5.5133830906044234e-5,0.49504950495049505
Mean_reticulocyte_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,3.1143128934024618,3.117376902850931,4.9411143373799e-4,0.7326732673267327,7.393316512070076e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.dynamic_med_corrected.RAW,3.112759696979134,3.1167883378615984,4.9407598333874e-4,0.7722772277227723,7.036428671445911e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.original.IRNT,2.8802711730895525,2.8801397165468656,4.9420234024715e-4,0.6534653465346535,6.8970300951855246e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.original.RAW,3.276235661841965,2.874663440891083,4.9207934381503e-4,0.7326732673267327,6.6235578204988654e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.original.with_med_correction.IRNT,2.8822607558649915,2.8821278628383373,4.9434371859126e-4,0.594059405940594,6.913639012385425e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.original.with_med_correction.RAW,3.27657394152733,2.876662858436738,4.9427150166928e-4,0.6039603960396039,6.645021522914962e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.static_med_corrected.IRNT,2.9916750993841044,2.9709726286185005,4.9454838496366e-4,0.45544554455445546,7.521101502202075e-6,0.009900990099009901
Mean_reticulocyte_volume.all_ethnicities.both.static_med_corrected.RAW,3.1298771382319246,3.0724196230535465,4.9443786047794e-4,0.5247524752475248,7.1512325489204116e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.2nd_visit.original.RAW,2.9005981080532117,3.3547090930241072,5.0937690077127e-4,0.0099009900990099,7.68270840920543e-5,0.6336633663366337
Mean_sphered_cell_volume.all_ethnicities.both.dynamic_med_corrected.IRNT,2.471745977344596,2.4713071054158497,4.9529513530855e-4,0.099009900990099,7.371048557719253e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.dynamic_med_corrected.RAW,2.4494942821885637,2.44236329494037,4.9534453649905e-4,0.099009900990099,7.196275939222999e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.original.IRNT,2.899417527684494,2.899382608411534,4.9512068918773e-4,0.1782178217821782,6.5046019716505366e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.original.RAW,3.257475309261237,2.880256419406548,4.948894237502e-4,0.15841584158415842,6.419292662186715e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.original.with_med_correction.IRNT,2.9006110842137103,2.900575750572409,4.9522634713564e-4,0.1485148514851485,6.50515450168615e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.original.with_med_correction.RAW,3.2580869817748055,2.8807564406465938,4.9507915777e-4,0.13861386138613865,6.4175355947090895e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.static_med_corrected.IRNT,3.019165942658776,3.0267687275223727,4.9535660181434e-4,0.0891089108910891,7.4692083077571375e-6,0.009900990099009901
Mean_sphered_cell_volume.all_ethnicities.both.static_med_corrected.RAW,3.118380489451637,3.116664859181769,4.9554823160675e-4,0.0594059405940594,7.2940201195940655e-6,0.009900990099009901
Mean_time_to_correctly_identify_matches.all_ethnicities.both.2nd_visit.original.RAW,2.8995208544927435,3.305049718950358,4.9849662120874e-4,0.0099009900990099,4.623001573943186e-5,0.7821782178217822
Mean_time_to_correctly_identify_matches.all_ethnicities.both.dynamic_med_corrected.IRNT,2.703812324102891,2.7325595788420665,4.9354183488739e-4,0.9306930693069309,3.1762575153760616e-6,0.009900990099009901
Mean_time_to_correctly_identify_matches.all_ethnicities.both.dynamic_med_corrected.RAW,2.758705280498235,2.7352290454601422,4.9326951075889e-4,0.9702970297029704,2.7497352151660253e-6,0.009900990099009901
Mean_time_to_correctly_identify_matches.all_ethnicities.both.original.IRNT,2.959989200991573,2.959806316289098,4.9394118401356e-4,0.7920792079207921,2.749192187151417e-6,0.009900990099009901
