PHENOTYPE,PC1_COS_SIM,PC1_ABS_COS_SIM,PC1_PEARSON,PC1_ABS_PEARSON,RANK_PC1_COS_SIM,RANK_PC1_PEARSON,EVEN_COS_SIM,EVEN_PEARSON,VAR_PP_CORS,MAX_ABS_PP_CORS,MEAN_ABS_PP_CORS,VAR_BETAS,MAX_ABS_BETAS,MEAN_ABS_BETAS,MEAN.DELTA.R2,MEAN.DELTA.ADJ.R2,MEAN.DELTA.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.NO.INTERCEPT,MEAN.DELTA.ADJ.R2.POSITIVE,MEAN.DELTA.ADJ.R2.NO.INTERCEPT.POSITIVE
Leg_fat_mass_right.all_ethnicities.both.2nd_visit.original.RAW,-0.22619089484520377,0.22619089484520377,0.02687185615428718,0.02687185615428718,37,38,2.922542633742933,3.3024815413815976,0.01010193230382273,0.235134981380509,0.08352889778528506,1.1711138781031765e-7,4.8919836427769e-4,3.2473909449171274e-4,3.7213734163932255e-5,2.962201500478212e-6,0.00205433814293232,0.00190326087876613,0,0
Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,1.6609254445649475e-11,1.6609254445649475e-11,1.5335930463621688e-11,1.5335930463621688e-11,39,39,3.089281945795222,3.127104900925152,0.01023849391917498,0.291155407003012,0.0817112928879886,1.220594857889484e-7,4.9429088425077e-4,3.3165275621794806e-4,6.050065401807701e-6,3.960348280581671e-6,5.739333669832749e-6,-4.2328361587698306e-5,0.01,0.005
Leg_fat_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW,2.222208604009188e-11,2.222208604009188e-11,2.1090622714172033e-11,2.1090622714172033e-11,40,39,3.0640183687378157,3.081307511835354,0.00998925812689023,0.255940878143854,0.08167810889242422,1.2206015743389737e-7,4.9436740720442e-4,3.3165562498052136e-4,5.605999538192943e-6,3.5162616979483847e-6,5.4058759279567565e-6,-4.266183556732504e-5,0.005,0
Leg_fat_mass_right.all_ethnicities.both.original.IRNT,0.02359659463407643,0.02359659463407643,0.02360274675127687,0.02360274675127687,38,38,3.040846470948849,3.04080627150648,0.01299922260022136,0.36746103424351,0.08933133414485517,1.2199045152937308e-7,4.9363510503819e-4,3.3156363888506675e-4,4.273511449326417e-6,2.9693746413372857e-6,4.895779243857534e-5,1.894218235753975e-5,0,0
Leg_fat_mass_right.all_ethnicities.both.original.RAW,-0.00784254715300922,0.00784254715300922,0.03237642881092051,0.03237642881092051,34,39,3.222557624888627,3.003288761628045,0.01300469232754891,0.348318897696688,0.08955670650700832,1.2013903660499856e-7,4.8990963284602e-4,3.2903460730174396e-4,4.376755368906693e-6,2.948726782192601e-6,0.00217533387631185,0.00216919100756396,0,0
Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,0.02445710067609024,0.02445710067609024,0.02446347714490172,0.02446347714490172,38,38,3.0405186475280455,3.040477099319658,0.01256875301320138,0.382593297233476,0.08886693220585178,1.2199079697758592e-7,4.9374969283036e-4,3.315621203646105e-4,4.245422446980118e-6,2.9439890303906147e-6,9.529588919260368e-5,6.532482779864068e-5,0,0
Leg_fat_mass_right.all_ethnicities.both.original.with_med_correction.RAW,-0.00742235203851892,0.00742235203851892,0.0333116893181087,0.0333116893181087,34,39,3.2236161913781696,3.000521563088137,0.01265186589557837,0.345697692481546,0.0880937266542788,1.1653441403288876e-7,4.8252289924844e-4,3.2406358697103865e-4,4.3436040520483665e-6,2.9192828071011867e-6,0.00227206577278404,0.00226587427190538,0,0
Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.IRNT,-2.1152854545125652e-11,2.1152854545125652e-11,-2.1671044272332627e-11,2.1671044272332627e-11,39,39,2.513903453728026,2.5025786660584237,0.01016405291528537,0.286285720101415,0.0840765126198676,1.220305344590689e-7,4.9473321643264e-4,3.3160769075635976e-4,5.889523919136296e-6,3.7998004717931817e-6,5.69883298207034e-6,-4.236886211082835e-5,0.005,0.005
Leg_fat_mass_right.all_ethnicities.both.static_med_corrected.RAW,-2.4062080691717345e-11,2.4062080691717345e-11,-2.4359571647164028e-11,2.4359571647164028e-11,39,39,2.4152303026650723,2.412485628190537,0.0100660802946428,0.290719280667414,0.08177230285411,1.220519568163943e-7,4.9468289032721e-4,3.316426701653289e-4,5.444356201531718e-6,3.354612385914055e-6,5.389062368045965e-6,-4.267864752034424e-5,0.005,0
Leg_fat_percentage_left.all_ethnicities.both.2nd_visit.original.RAW,-0.23728959899363583,0.23728959899363583,0.0260052609657661,0.0260052609657661,37,40,2.9205785040793244,3.2965279588696683,0.00937196609298373,0.245719492498787,0.0799709741220823,1.274846411092436e-7,5.1090415789746e-4,3.3873046561793215e-4,1.3009666275820564e-5,9.92196941829171e-7,0.00180532597995042,0.00175798910770208,0,0
Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.IRNT,4.098395259438877e-12,4.098395259438877e-12,4.286776154098558e-12,4.286776154098558e-12,30,31,2.483670037510802,2.4868205793078997,0.01150599253052344,0.326122570772616,0.08645269969484604,1.2205438660198056e-7,4.943253490658e-4,3.3165488554804014e-4,6.121386202857585e-6,4.03157703867951e-6,6.180926985436789e-6,-4.188905417755003e-5,0.01,0.005
Leg_fat_percentage_left.all_ethnicities.both.dynamic_med_corrected.RAW,2.3712916658380403e-12,2.3712916658380403e-12,2.1189243877129963e-12,2.1189243877129963e-12,26,26,2.5123750672432403,2.50965703526918,0.01189405728348786,0.260909566937578,0.0900709561286007,1.2204384350768586e-7,4.9386922165341e-4,3.3161558972509396e-4,6.195375092225018e-6,4.10558243320147e-6,7.061514193268394e-6,-4.100841373514984e-5,0.015,0.005
Leg_fat_percentage_left.all_ethnicities.both.original.IRNT,0.02658666903286265,0.02658666903286265,0.026593612783017,0.026593612783017,38,38,3.2264268140244683,3.226390054359657,0.00984983737344458,0.305138799502977,0.078911953265218035,1.2200188646487073e-7,4.9360077614578e-4,3.3156104701401385e-4,2.627523731812964e-6,1.8513736624869992e-6,4.269117798016975e-5,2.4823858295608403e-5,0,0
Leg_fat_percentage_left.all_ethnicities.both.original.RAW,-0.01468883836891529,0.01468883836891529,0.02211286972540725,0.02211286972540725,38,37,3.33518175140969,3.2748338299750555,0.00971398010872221,0.298358007116963,0.07826392089657187,1.2146344591086554e-7,4.9254440388738e-4,3.3082930388364165e-4,1.737763173137452e-6,1.2333257478625017e-6,0.0021229723521754,0.0021210183576199,0,0
Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.IRNT,0.02948452249011947,0.02948452249011947,0.02949222308462932,0.02949222308462932,40,40,3.228515299366468,3.228474317950114,0.00981623942622778,0.306029344355672,0.07921730915579965,1.2200334202015788e-7,4.9347260243427e-4,3.3156647894395464e-4,2.6128740652220372e-6,1.8371568448749544e-6,3.516371539313834e-5,1.7309077991023436e-5,0,0
Leg_fat_percentage_left.all_ethnicities.both.original.with_med_correction.RAW,-0.01407418895321973,0.01407418895321973,0.02409560612407684,0.02409560612407684,37,40,3.3370245565749617,3.2732102446993703,0.0097932625693788,0.303797737101673,0.0787684336204339,1.2158319396382738e-7,4.9266097087352e-4,3.3099430008642254e-4,1.7149541793326506e-6,1.2146758405773284e-6,0.00214310641471826,0.00214115728891006,0,0
Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.IRNT,1.031206199119989e-11,1.031206199119989e-11,1.0524401874273207e-11,1.0524401874273207e-11,33,34,2.7685079103703596,2.7697702475692387,0.01128500256749728,0.286551138175743,0.08680007617759787,1.220606008109972e-7,4.9455598615885e-4,3.316407056710387e-4,5.914668667921554e-6,3.824851523933636e-6,6.1218041616125545e-6,-4.1948177289698905e-5,0.01,0.005
Leg_fat_percentage_left.all_ethnicities.both.static_med_corrected.RAW,8.452536998913259e-12,8.452536998913259e-12,8.605180648698024e-12,8.605180648698024e-12,32,32,2.799068834042235,2.8003651602431523,0.01142618770758311,0.314198367743514,0.0901338389670156,1.220463372198597e-7,4.9417067661298e-4,3.316288682244144e-4,5.986700375822022e-6,3.896900766978129e-6,7.057910486300763e-6,-4.101201394710806e-5,0.01,0.005
Leg_fat_percentage_right.all_ethnicities.both.2nd_visit.original.RAW,-0.2374181802535136,0.2374181802535136,0.02562533280095532,0.02562533280095532,37,38,2.918927687665876,3.302601378861999,0.00957961937345527,0.270026450489285,0.08036454045943098,1.2742791068704318e-7,5.1053567257608e-4,3.386811553716942e-4,1.4467542908347396e-5,1.229612700659466e-6,0.00177983380733204,0.00172993871066939,0,0
Leg_fat_percentage_right.all_ethnicities.both.dynamic_med_corrected.IRNT,2.362459800401335e-11,2.362459800401335e-11,2.3515744388467437e-11,2.3515744388467437e-11,39,39,2.481157772509922,2.4771805269832736,0.01149812886817958,0.273940077961704,0.08620179367624187,1.220340583081391e-7,4.942678698845e-4,3.3160421937929397e-4,5.835459225103097e-6,3.7457753483238738e-6,5.842697102100033e-6,-4.222408614010848e-5,0.005,0.005
Leg_fat_percentage_right.all_ethnicities.both.dynamic_med_corrected.RAW,2.518571540252225e-11,2.518571540252225e-11,2.5179194291938735e-11,2.5179194291938735e-11,39,39,2.523914680262049,2.5239134736142264,0.01323575023077704,0.264259586343192,0.0962188212138364,1.220283721568103e-7,4.9440885517846e-4,3.3161150287604624e-4,5.888414591044916e-6,3.7987424243890425e-6,6.46593048227146e-6,-4.1600814742720326e-5,0.005,0.005
Leg_fat_percentage_right.all_ethnicities.both.original.IRNT,0.02474801176572554,0.02474801176572554,0.02475445975553401,0.02475445975553401,37,37,3.2182163814426303,3.2181831815709807,0.01080950885829185,0.306276609149344,0.08209088727453753,1.2199915745865965e-7,4.935416645911e-4,3.315626952999692e-4,2.5868357363956207e-6,1.7904587635841906e-6,5.036751414200235e-5,3.203223555425794e-5,0,0
Leg_fat_percentage_right.all_ethnicities.both.original.RAW,-0.01514870552747145,0.01514870552747145,0.02054007545380679,0.02054007545380679,37,37,3.32360656027851,3.2515437600545116,0.01073575637345083,0.302754760467994,0.08160931538126592,1.2162351968826274e-7,4.9274544002152e-4,3.310527113721278e-4,1.8162090039686165e-6,1.2636131941912154e-6,0.00206574255396863,0.00206369590452848,0,0
Leg_fat_percentage_right.all_ethnicities.both.original.with_med_correction.IRNT,0.02793459213179273,0.02793459213179273,0.02794187037163984,0.02794187037163984,40,40,3.216856915092019,3.216819281093814,0.01038598420133938,0.297460452264685,0.08031162973706563,1.2199465463658342e-7,4.9346419111168e-4,3.3155561793279497e-4,2.5642927380387093e-6,1.7690368644407428e-6,4.001955223620346e-5,2.1713823446845023e-5,0,0
Leg_fat_percentage_right.all_ethnicities.both.original.with_med_correction.RAW,-0.01446112600512501,0.01446112600512501,0.0227372738246188,0.0227372738246188,37,37,3.32552522525325,3.2507039599058514,0.01043763707513572,0.301305485655692,0.08064457175638136,1.2146915771410404e-7,4.9240105410845e-4,3.308421043230579e-4,1.78702785480489e-6,1.2398923324719036e-6,0.00209065267156038,0.00208861140211913,0,0
Leg_fat_percentage_right.all_ethnicities.both.static_med_corrected.IRNT,9.087238534100375e-12,9.087238534100375e-12,1.0175736460753222e-11,1.0175736460753222e-11,38,38,2.714795457512184,2.7201505152413423,0.0110417083235521,0.246821036297844,0.08772066231154757,1.2205098916286376e-7,4.9416153534997e-4,3.3163649824574973e-4,5.643524703376655e-6,3.55383334949666e-6,5.784505884775358e-6,-4.228227797924645e-5,0.005,0.005
Leg_fat_percentage_right.all_ethnicities.both.static_med_corrected.RAW,7.192381304806827e-12,7.192381304806827e-12,8.025835421716797e-12,8.025835421716797e-12,36,36,2.7480949865613264,2.76075133997056,0.0122255854311079,0.321566170924137,0.09105628727181368,1.2205329581236828e-7,4.9410433202745e-4,3.316430246230377e-4,5.691890999281619e-6,3.602211861739033e-6,6.439889258788716e-6,-4.16268543067399e-5,0.005,0.005
Leg_predicted_mass_left.all_ethnicities.both.2nd_visit.original.RAW,-0.2565028527331086,0.2565028527331086,-0.01778707631912802,0.01778707631912802,38,36,2.9126516018167616,3.3569284017632324,0.00986975937646732,0.290203735828617,0.07953741114147417,1.243887303793892e-7,5.053350327951e-4,3.3478527429245056e-4,2.1524219687041324e-5,3.227878190292799e-6,0.00175678406010237,0.00171863378011094,0,0
Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.IRNT,7.225180277111978e-12,7.225180277111978e-12,7.064258981828102e-12,7.064258981828102e-12,39,39,2.702755735353783,2.6999703306524876,0.00896740772475935,0.293034527884272,0.07612702436603627,1.2205349054865526e-7,4.942743823491e-4,3.316517340255222e-4,7.91615309917814e-6,5.8262937080516555e-6,7.075870082291701e-6,-4.099708758763707e-5,0.02,0.005
Leg_predicted_mass_left.all_ethnicities.both.dynamic_med_corrected.RAW,4.1716527357855275e-12,4.1716527357855275e-12,3.768013655352828e-12,3.768013655352828e-12,38,38,2.725091749437134,2.733878111902623,0.00973294149587694,0.330173326883745,0.07941658297990278,1.2207726989345825e-7,4.9410597956524e-4,3.3168275298953945e-4,7.43575936818948e-6,5.345872825614495e-6,6.584905680024154e-6,-4.148807886092316e-5,0.015,0.005
Leg_predicted_mass_left.all_ethnicities.both.original.IRNT,-0.0013095819293935,0.0013095819293935,-0.00130992465775756,0.00130992465775756,6,6,2.9173732498676808,2.917341701612537,0.01141005578684395,0.294122767616581,0.0896035982774426,1.2205057202369185e-7,4.9479982164994e-4,3.3162985252389616e-4,3.249564997309662e-6,2.4081498157801917e-6,1.8499627020396312e-4,1.6557217129509194e-4,0,0
Leg_predicted_mass_left.all_ethnicities.both.original.RAW,-0.02285543381094659,0.02285543381094659,-0.00249424084177228,0.00249424084177228,39,19,3.2940716401813934,3.01472020636284,0.01150230484274788,0.282346378145239,0.0898510546501504,1.199681599522323e-7,4.9051120101164e-4,3.287882774413747e-4,2.705050998530467e-6,1.969486093655881e-6,0.0022841678372476,0.00228247949437188,0,0
Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.IRNT,-0.00284565294948321,0.00284565294948321,-0.00284639768026956,0.00284639768026956,20,20,2.9292404994300267,2.929210701143104,0.01150949160522987,0.33787156459813,0.09014813918084388,1.220510444878288e-7,4.9467267666159e-4,3.316341063108548e-4,3.2402091401095845e-6,2.40212556790187e-6,2.352319422234128e-4,2.158656105627488e-4,0,0
Leg_predicted_mass_left.all_ethnicities.both.original.with_med_correction.RAW,-0.02320956538955929,0.02320956538955929,-0.00408549017188817,0.00408549017188817,39,25,3.2926994359978057,3.0184846492175517,0.01157894786081201,0.302565060908745,0.0897647920540885,1.192915517466423e-7,4.8909079390486e-4,3.2786221174325325e-4,2.6987245893561607e-6,1.966750469040157e-6,0.002322523135723,0.00232082647011333,0,0
Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.IRNT,-4.3297259962383215e-12,4.3297259962383215e-12,-4.151589777879331e-12,4.151589777879331e-12,40,39,2.911917295232703,2.9199458289383093,0.00971556527094687,0.297861599314813,0.08155033123561499,1.2206416416386296e-7,4.9427934282664e-4,3.3167348434807445e-4,8.045305664389719e-6,5.955450795859795e-6,7.166756924003282e-6,-4.090619735307435e-5,0.02,0.005
Leg_predicted_mass_left.all_ethnicities.both.static_med_corrected.RAW,-5.419188757886746e-12,5.419188757886746e-12,-5.549900038132472e-12,5.549900038132472e-12,37,37,2.9202703656567697,2.9169654969779257,0.00961215341096621,0.307595618599609,0.07992813790407778,1.2206120700922472e-7,4.9420417967919e-4,3.3166121871982634e-4,7.511763060484873e-6,5.421880426038086e-6,6.701990735756188e-6,-4.1370987527991745e-5,0.015,0.005
Leg_predicted_mass_right.all_ethnicities.both.2nd_visit.original.RAW,-0.2564530470178243,0.2564530470178243,-0.0172379242403801,0.0172379242403801,38,35,2.9125354304145588,3.3278898505484893,0.01003376609864076,0.312850550367299,0.08152200278684035,1.2370186788910846e-7,5.0375734534015e-4,3.3382774456535997e-4,2.0429626155116232e-5,2.61481286745191e-6,0.00179417195372044,0.00175635031137433,0,0
Leg_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.IRNT,3.382728627298056e-11,3.382728627298056e-11,3.419014534272288e-11,3.419014534272288e-11,39,39,2.516183743618164,2.5166587011490886,0.00919307079133148,0.331835224907793,0.07939705069913415,1.2207477602439028e-7,4.9392394102181e-4,3.316680693639277e-4,8.062444918392298e-6,5.972767085947181e-6,7.196489982887927e-6,-4.0872443917929994e-5,0.02,0.005
Leg_predicted_mass_right.all_ethnicities.both.dynamic_med_corrected.RAW,3.3145562061828604e-11,3.3145562061828604e-11,3.404140405188463e-11,3.404140405188463e-11,39,39,2.440552017263689,2.440829651191925,0.00951563700612903,0.298512513038184,0.07832364999058146,1.2207610288481553e-7,4.9405975953564e-4,3.3167051454789366e-4,7.5767382299473245e-6,5.487033204437108e-6,6.699479692307491e-6,-4.136948074874637e-5,0.02,0.005
Leg_predicted_mass_right.all_ethnicities.both.original.IRNT,1.9617843933638e-4,1.9617843933638e-4,1.9622960163761e-4,1.9622960163761e-4,3,3,2.8919961465592707,2.891964599271838,0.01116281607727012,0.252341119700816,0.08801711578627924,1.2204270470650797e-7,4.9495475855057e-4,3.3162224906527074e-4,3.263900193450908e-6,2.430661554253533e-6,3.012399098379914e-4,2.8196031666849475e-4,0,0
Leg_predicted_mass_right.all_ethnicities.both.original.RAW,-0.02250372426415181,0.02250372426415181,-0.00106974511352318,0.00106974511352318,39,8,3.287470453828796,2.962663443026514,0.01124406249692509,0.243009409123359,0.08905586544509901,1.197201416031428e-7,4.9036097710369e-4,3.2845029955039625e-4,2.703463677589113e-6,1.981003526996261e-6,0.002352207083536,0.00235051552795328,0,0
Leg_predicted_mass_right.all_ethnicities.both.original.with_med_correction.IRNT,-0.00184489240022035,0.00184489240022035,-0.00184537353841796,0.00184537353841796,12,12,2.916014417727639,2.9159858523686326,0.01089892880920452,0.24109880828391,0.08699676799867319,1.2203097569295128e-7,4.9473156052064e-4,3.316056320236321e-4,3.2630728717952806e-6,2.4326804769492227e-6,3.7791241360696226e-4,3.586695609513191e-4,0,0
Leg_predicted_mass_right.all_ethnicities.both.original.with_med_correction.RAW,-0.02286263120044567,0.02286263120044567,-0.00268664551023699,0.00268664551023699,39,20,3.2857559766522595,2.967020098992562,0.01113889385653166,0.245869912152454,0.08859297138758071,1.19112286961952e-7,4.8901079491208e-4,3.276163777031638e-4,2.7038366303688832e-6,1.983191450838362e-6,0.00239002236403884,0.00238832149291456,0,0
Leg_predicted_mass_right.all_ethnicities.both.static_med_corrected.IRNT,-1.8149769987018409e-12,1.8149769987018409e-12,-1.8891289634073116e-12,1.8891289634073116e-12,31,31,2.8241053146356165,2.824919535847517,0.0103322973714002,0.27918417952918,0.08321870566404894,1.2206608811462212e-7,4.9387111800955e-4,3.316679569137379e-4,8.161591505381815e-6,6.071916967714253e-6,7.27087756842144e-6,-4.079805352212764e-5,0.02,0.005
Leg_predicted_mass_right.all_ethnicities.both.static_med_corrected.RAW,-5.071290219084424e-12,5.071290219084424e-12,-5.9089486850850355e-12,5.9089486850850355e-12,34,35,2.880478765137896,2.8335980582131057,0.00975704370253911,0.282106996159655,0.07723045623331108,1.2205236469273992e-7,4.9421604437142e-4,3.316341779490663e-4,7.64645388037014e-6,5.556752549745744e-6,6.809953878884443e-6,-4.125900041100082e-5,0.02,0.005
Lifetime_number_of_sexual_partners.all_ethnicities.both.2nd_visit.original.RAW,-0.03525314198316791,0.03525314198316791,0.00249512637115236,0.00249512637115236,39,13,3.2118323412004277,3.314357059375645,0.0114648542879606,0.314982927305537,0.08706538712501855,9.075938493535536e-8,4.3065935062998e-4,2.857346292856259e-4,5.261440275974166e-5,-2.7035668124556454e-6,3.43064014379002e-4,-9.126767162045066e-4,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.dynamic_med_corrected.IRNT,-9.354221700386978e-12,9.354221700386978e-12,-1.3654867331905742e-12,1.3654867331905742e-12,37,21,2.66394338086242,2.642682143932712,0.01190330654175416,0.332350236947034,0.08636081204338207,1.2217487054427158e-7,4.9544084817123e-4,3.317347415474987e-4,3.186635029020152e-6,9.050320802106454e-7,2.8851346943632657e-6,-4.959268918396319e-5,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.dynamic_med_corrected.RAW,5.515070343572232e-13,5.515070343572232e-13,1.869223873875087e-13,1.869223873875087e-13,37,24,3.114879302190312,3.061341912268846,0.00882652156461122,0.280176446401536,0.07368033804717918,1.2214628879505818e-7,4.9558122379959e-4,3.317394492082589e-4,2.5362525826190645e-6,2.546150565585484e-7,2.3173127972423916e-6,-5.016055242694804e-5,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.IRNT,-0.02159618730898379,0.02159618730898379,-0.02161964864007708,0.02161964864007708,38,38,3.0928740987351793,3.092657378300802,0.01070493643256142,0.294106158501244,0.08497398110260503,1.2221663735783068e-7,4.9518462805377e-4,3.3179973799866817e-4,3.19503812669375e-6,1.0534982807439142e-6,0.00403556728348038,0.00398468720471524,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.RAW,-0.00402473949741174,0.00402473949741174,8.7035370601341e-4,8.7035370601341e-4,34,18,3.2425326767552756,3.2900572514988053,0.01063941257289649,0.275734504192896,0.0819768664881586,8.803392921580065e-8,4.2006778609014e-4,2.815982704466928e-4,2.637786289058381e-6,3.638814517030464e-7,2.2175474054665807e-4,1.6997572613149277e-4,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.with_med_correction.IRNT,-0.00566072340477047,0.00566072340477047,-0.00566687301368648,0.00566687301368648,25,25,3.176564663122753,3.1764473753508895,0.01115688494342891,0.312315087325957,0.0841641808734959,1.2220670557701697e-7,4.9518806083509e-4,3.31779081653923e-4,3.237887513232729e-6,1.1085038549296655e-6,0.00352411630818563,0.00347372309730046,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.original.with_med_correction.RAW,-0.00268503748704053,0.00268503748704053,0.0014559917158663,0.0014559917158663,31,22,3.2895454084976583,3.327937774552561,0.0111226447065573,0.31163503325594,0.08454156583308853,1.1814594659231253e-7,4.8687761884278e-4,3.2621394254534755e-4,2.592380004695291e-6,3.196076278902047e-7,2.061406172796515e-4,1.5421964026574204e-4,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.static_med_corrected.IRNT,3.5060554103559914e-11,3.5060554103559914e-11,3.84363598233425e-11,3.84363598233425e-11,40,40,2.6753568566187496,2.599281409597935,0.01043628492729555,0.278793305888633,0.08035057536836743,1.2220555840397266e-7,4.9532309004321e-4,3.317844780486067e-4,3.1289624612637954e-6,8.473572235934119e-7,2.890481922603274e-6,-4.958734067860815e-5,0,0
Lifetime_number_of_sexual_partners.all_ethnicities.both.static_med_corrected.RAW,-2.592472944074973e-12,2.592472944074973e-12,-3.124690212242802e-12,3.124690212242802e-12,40,40,3.098379146439345,3.039663004921541,0.00845079973442192,0.257917062936091,0.07424404154051717,1.2216782512449369e-7,4.9564070821728e-4,3.3177478540006314e-4,2.5754484981225804e-6,2.938129363239147e-7,2.341706431069226e-6,-5.013615760037758e-5,0,0
Lipoprotein_A.all_ethnicities.both.2nd_visit.original.RAW,-0.14556634207323113,0.14556634207323113,0.0395507086321774,0.0395507086321774,37,40,2.9765348678012966,3.401078987360382,0.00855896305948258,0.336535618527599,0.07263842604434331,1.286890448688897e-7,5.1610009264629e-4,3.4018942729774045e-4,8.561215265973001e-5,3.428355929549487e-6,7.473061112168167e-4,-2.8222187615972727e-4,0,0
Lipoprotein_A.all_ethnicities.both.dynamic_med_corrected.IRNT,1.1326617235313086e-12,1.1326617235313086e-12,8.924294366705186e-13,8.924294366705186e-13,22,21,2.9268681526762648,2.918489546039429,0.01011673331257702,0.262922007407528,0.08081150550874988,1.2232375133583292e-7,4.9506289945258e-4,3.320263729833393e-4,6.084648477499195e-6,3.3926924693461504e-6,5.2253427676558775e-6,-5.669416403987475e-5,0,0
Lipoprotein_A.all_ethnicities.both.dynamic_med_corrected.RAW,9.466910299335847e-12,9.466910299335847e-12,9.911447298112328e-12,9.911447298112328e-12,40,40,2.9098210540783285,2.925438343282133,0.00925781216375275,0.277099810645878,0.07808300149235649,1.2231041781473046e-7,4.9488450152574e-4,3.3199883037518643e-4,7.860131025941532e-6,5.168284828190874e-6,6.781406872375311e-6,-5.51380037493178e-5,0.01,0
Lipoprotein_A.all_ethnicities.both.original.IRNT,0.09695185151515924,0.09695185151515924,0.09695777703843596,0.09695777703843596,40,40,2.683284517971676,2.683258250886484,0.00989372532409995,0.292318723780484,0.08008295746910479,1.2233396725915426e-7,4.9478881225385e-4,3.3202888090839533e-4,6.058786447915229e-6,3.4024905424083485e-6,6.769258341851082e-5,6.561542002391299e-6,0,0
Lipoprotein_A.all_ethnicities.both.original.RAW,0.05330619028392373,0.05330619028392373,0.08201061471631615,0.08201061471631615,40,40,3.0201293382095984,2.74467161451156,0.00987276055272198,0.292418332153245,0.08000300522162154,1.223247469582457e-7,4.9478623775601e-4,3.320164610520101e-4,7.850040979740652e-6,5.184465731772683e-6,8.412124404067467e-4,8.071793041292685e-4,0,0
Lipoprotein_A.all_ethnicities.both.original.with_med_correction.IRNT,0.09695185151515924,0.09695185151515924,0.09695777703843596,0.09695777703843596,40,40,2.683284517971676,2.683258250886484,0.00989372532409995,0.292318723780484,0.08008295746910479,1.2233396725915426e-7,4.9478881225385e-4,3.3202888090839533e-4,6.058786447915229e-6,3.4024905424083485e-6,6.769258341851082e-5,6.561542002391299e-6,0,0
Lipoprotein_A.all_ethnicities.both.original.with_med_correction.RAW,0.05330619028392373,0.05330619028392373,0.08201061471631615,0.08201061471631615,40,40,3.0201293382095984,2.74467161451156,0.00987276055272198,0.292418332153245,0.08000300522162154,1.223247469582457e-7,4.9478623775601e-4,3.320164610520101e-4,7.850040979740652e-6,5.184465731772683e-6,8.412124404067467e-4,8.071793041292685e-4,0,0
Lipoprotein_A.all_ethnicities.both.static_med_corrected.IRNT,-2.2366674050214978e-12,2.2366674050214978e-12,-2.789401157087688e-12,2.789401157087688e-12,33,33,2.5538127761177662,2.5692187102455293,0.0098274951648759,0.279626880802397,0.07882177825723467,1.2232509560015424e-7,4.9499834577742e-4,3.320331800322113e-4,6.097081462890158e-6,3.40512623208222e-6,5.237283820895931e-6,-5.668222227087871e-5,0,0
Lipoprotein_A.all_ethnicities.both.static_med_corrected.RAW,2.489750571030995e-13,2.489750571030995e-13,-1.652214889622328e-13,1.652214889622328e-13,17,11,2.544734047205794,2.5692400268465105,0.00970582770289598,0.278863641825448,0.07972357213686006,1.2233015327895493e-7,4.949796862483e-4,3.3202935558389183e-4,7.871168174778206e-6,5.1793226770879835e-6,6.792066528905952e-6,-5.51273435040933e-5,0.005,0
Lymphocyte_count.all_ethnicities.both.2nd_visit.original.RAW,-0.19429404204135284,0.19429404204135284,0.00915834939607542,0.00915834939607542,37,31,2.887182356458968,3.4845421540832073,0.00868726862780993,0.298902358575227,0.07520422990224077,1.2124891796900277e-7,4.9823282492187e-4,3.304038724008294e-4,5.2310022977712905e-5,-2.4011123380073517e-6,9.827000724061952e-4,4.420919643690624e-4,0,0
Lymphocyte_count.all_ethnicities.both.dynamic_med_corrected.IRNT,6.094039594809113e-12,6.094039594809113e-12,6.271817957059141e-12,6.271817957059141e-12,39,39,2.374864533183303,2.3787538170275044,0.01000359193057401,0.331758908363067,0.08132308016100946,1.2205117236963557e-7,4.9384092421934e-4,3.3166357516048277e-4,7.999360181148e-6,5.878864493104598e-6,7.032636267142717e-6,-4.174502128451304e-5,0.02,0.015
